model,native_language,mean,sem,count,dataset,stage,release_date
OWSM 2.0 739M,Korean,0.17596153846153845,0.0660295306297673,4,L2-Arctic Spontaneous,degradation,2023-10
OWSM 2.0 739M,Spanish,0.17280219780219774,0.04211296092857645,4,L2-Arctic Spontaneous,degradation,2023-10
OWSM 2.0 739M,USA,0.0117647058823529,,1,L2-Arctic Spontaneous,degradation,2023-10
OWSM 2.0 739M,Vietnamese,0.2285067873303167,0.0529140975725181,4,L2-Arctic Spontaneous,degradation,2023-10
OWSM 3.1 1B,Arabic,0.10591736694677871,0.04095329161774335,3,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,Hindi,0.07167277167277163,0.00296328720378795,3,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,Korean,0.2086247086247086,0.09910529928483074,4,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,Spanish,0.12161172161172157,0.015064404100139995,4,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,USA,0.0117647058823529,,1,L2-Arctic Spontaneous,degradation,2024-01
OWSM 3.1 1B,Vietnamese,0.16968325791855204,0.050336188826441156,4,L2-Arctic Spontaneous,degradation,2024-01
OWSM 4.0 1B,Arabic,0.10591736694677871,0.04095329161774335,3,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,Hindi,0.09389499389499385,0.019782857569939583,3,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,Korean,0.27718531468531465,0.11333880487804229,4,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,Spanish,0.13965201465201463,0.02667351505065885,4,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2025-05
OWSM 4.0 1B,Vietnamese,0.2092760180995475,0.04818437995576122,4,L2-Arctic Spontaneous,degradation,2025-05
Omnilingual 7B,Arabic,0.19397759103641454,0.03953327780468471,3,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,Chinese,0.11160714285714285,0.05275921994415428,4,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,Hindi,0.06825396825396823,0.038522733649243156,3,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,Korean,0.26914335664335665,0.050659170477399235,4,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,Spanish,0.12280219780219778,0.05124614454607936,4,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2025-11
Omnilingual 7B,Vietnamese,0.19004524886877824,0.0474214477292986,4,L2-Arctic Spontaneous,degradation,2025-11
Qwen2 Audio 7B,Arabic,0.10469187675070026,0.016766554473127294,3,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,Chinese,0.09598214285714285,0.05374166898733438,4,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,Hindi,0.09389499389499385,0.019782857569939583,3,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,Korean,0.4092948717948718,0.20827144051041035,4,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,Spanish,0.17399267399267393,0.059168943125884554,4,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2024-08
Qwen2 Audio 7B,Vietnamese,0.23416289592760178,0.07035132052577878,4,L2-Arctic Spontaneous,degradation,2024-08
Qwen3 ASR 1.7B,Arabic,0.08508403361344537,0.020286983104861312,3,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,Chinese,0.08035714285714285,0.029612721342458927,4,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,Hindi,0.09731379731379726,0.0282995844231352,3,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,Korean,0.16506410256410256,0.11323904376236868,4,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,Spanish,0.08708791208791206,0.01555689845517294,4,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2025-06
Qwen3 ASR 1.7B,Vietnamese,0.1266968325791855,0.05596975962376914,4,L2-Arctic Spontaneous,degradation,2025-06
SeamlessM4T,Arabic,0.1297268907563025,0.03772139605464853,3,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,Hindi,0.07167277167277163,0.00296328720378795,3,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,Korean,0.22368881118881118,0.06725967393797795,4,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,Spanish,0.17673992673992667,0.044972352501792226,4,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2023-12
SeamlessM4T,Vietnamese,0.22398190045248864,0.05124322014889649,4,L2-Arctic Spontaneous,degradation,2023-12
WavLM Libri-100h,Arabic,0.4413515406162465,0.04976702356004587,3,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,Chinese,0.6267857142857143,0.1137146259566578,4,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,Hindi,0.3327228327228327,0.01427840728147312,3,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,Korean,0.6506993006993007,0.12373094532220245,4,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,Spanish,0.5072344322344322,0.1579704304991111,4,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,USA,0.5764705882352941,,1,L2-Arctic Spontaneous,degradation,2021-12
WavLM Libri-100h,Vietnamese,0.45135746606334837,0.013368852112545872,4,L2-Arctic Spontaneous,degradation,2021-12
Whisper Large v1,Arabic,1.680672268907563,0.9663865546218487,2,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,Chinese,5.242857142857143,2.6341491029550013,4,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,Hindi,3.8898656898656903,3.27433765446178,3,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,Korean,0.3522144522144522,0.104516540401094,4,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,Spanish,2.536172161172161,1.6052911343102423,4,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v1,Vietnamese,0.8099547511312217,0.23295478237643233,4,L2-Arctic Spontaneous,degradation,2022-09
Whisper Large v2,Arabic,0.1731442577030812,0.02880580343759669,3,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,Chinese,0.16785714285714284,0.09023601423659028,4,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,Hindi,0.023809523809523798,0.023809523809523798,3,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,Korean,0.19519230769230766,0.06667976325994542,4,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,Spanish,0.22399267399267397,0.09534199976803115,4,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v2,Vietnamese,0.20475113122171942,0.07387666003283119,4,L2-Arctic Spontaneous,degradation,2022-12
Whisper Large v3,Arabic,0.12552521008403358,0.033737679643170496,3,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,Chinese,0.13660714285714284,0.03934992047636944,4,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,Hindi,0.06825396825396823,0.038522733649243156,3,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,Korean,0.18589743589743588,0.11009976946998505,4,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,Spanish,0.22399267399267397,0.0733920514501642,4,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,USA,0.0,,1,L2-Arctic Spontaneous,degradation,2023-11
Whisper Large v3,Vietnamese,0.11199095022624432,0.023539199147833496,4,L2-Arctic Spontaneous,degradation,2023-11
Canary Qwen 2.5B,Arabic,0.061274509803921566,0.0361051957418045,3,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,Hindi,0.023809523809523798,0.023809523809523798,3,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,Korean,0.11506410256410254,0.06448682902489263,4,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,Spanish,0.08708791208791208,0.04151504029898133,4,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,USA,0.0,,1,L2-Arctic Spontaneous,trend,2025-07
Canary Qwen 2.5B,Vietnamese,0.17533936651583706,0.03800972311405303,4,L2-Arctic Spontaneous,trend,2025-07
Deepspeech,Arabic,0.28904061624649857,0.07850812352364112,3,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,Chinese,0.46785714285714286,0.16828876876927215,4,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,Hindi,0.33980463980463976,0.10047282150091949,3,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,Korean,0.3687645687645687,0.13041879925023994,4,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,Spanish,0.39816849816849814,0.17280307941847756,4,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,USA,0.1058823529411764,,1,L2-Arctic Spontaneous,trend,2021-10
Deepspeech,Vietnamese,0.3687782805429864,0.058108544902249586,4,L2-Arctic Spontaneous,trend,2021-10
Google Chirp 3,Arabic,0.061274509803921566,0.0361051957418045,3,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,Chinese,0.08035714285714285,0.03908906409691577,4,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,Hindi,0.023809523809523798,0.023809523809523798,3,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,Korean,0.11506410256410254,0.06448682902489263,4,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,Spanish,0.14340659340659337,0.05115401336909988,4,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,USA,0.0,,1,L2-Arctic Spontaneous,trend,2025-10
Google Chirp 3,Vietnamese,0.11199095022624432,0.0235391991478335,4,L2-Arctic Spontaneous,trend,2025-10
MMS 1B All,Arabic,0.2314425770308123,0.07243161417206621,3,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,Chinese,0.22098214285714285,0.11453742509524553,4,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,Hindi,0.023809523809523798,0.023809523809523798,3,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,Korean,0.36459790209790205,0.1004380772932684,4,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,Spanish,0.2112637362637362,0.05492335244977219,4,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,USA,0.0,,1,L2-Arctic Spontaneous,trend,2023-05
MMS 1B All,Vietnamese,0.3167420814479638,0.13805231376856733,4,L2-Arctic Spontaneous,trend,2023-05
OWSM 1.0 272M,Arabic,0.10171568627450979,0.054709593837131656,3,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,Chinese,0.14285714285714285,0.08150633296207829,4,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,Hindi,0.046031746031746,0.023056887375133235,3,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,Korean,0.2941433566433566,0.07329594538173481,4,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,Spanish,0.14322344322344321,0.05847168199018881,4,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,USA,0.1294117647058823,,1,L2-Arctic Spontaneous,trend,2023-09
OWSM 1.0 272M,Vietnamese,0.20361990950226241,0.0647338272515081,4,L2-Arctic Spontaneous,trend,2023-09
OWSM 2.0 739M,Arabic,0.0821078431372549,0.05536449508861038,3,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,Chinese,0.14285714285714285,0.06355403721447209,4,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,Hindi,0.07167277167277163,0.00296328720378795,3,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,Korean,0.17596153846153845,0.0660295306297673,4,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,Spanish,0.17280219780219774,0.04211296092857645,4,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,USA,0.0117647058823529,,1,L2-Arctic Spontaneous,trend,2023-10
OWSM 2.0 739M,Vietnamese,0.2285067873303167,0.0529140975725181,4,L2-Arctic Spontaneous,trend,2023-10
OWSM 3.1 1B,Arabic,0.10591736694677871,0.04095329161774335,3,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,Hindi,0.07167277167277163,0.00296328720378795,3,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,Korean,0.2086247086247086,0.09910529928483074,4,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,Spanish,0.12161172161172157,0.015064404100139995,4,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,USA,0.0117647058823529,,1,L2-Arctic Spontaneous,trend,2024-01
OWSM 3.1 1B,Vietnamese,0.16968325791855204,0.050336188826441156,4,L2-Arctic Spontaneous,trend,2024-01
OWSM 4.0 1B,Arabic,0.10591736694677871,0.04095329161774335,3,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,Hindi,0.09389499389499385,0.019782857569939583,3,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,Korean,0.27718531468531465,0.11333880487804229,4,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,Spanish,0.13965201465201463,0.02667351505065885,4,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,USA,0.0,,1,L2-Arctic Spontaneous,trend,2025-05
OWSM 4.0 1B,Vietnamese,0.2092760180995475,0.04818437995576122,4,L2-Arctic Spontaneous,trend,2025-05
Omnilingual 7B,Arabic,0.19397759103641454,0.03953327780468471,3,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,Chinese,0.11160714285714285,0.05275921994415428,4,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,Hindi,0.06825396825396823,0.038522733649243156,3,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,Korean,0.26914335664335665,0.050659170477399235,4,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,Spanish,0.12280219780219778,0.05124614454607936,4,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,USA,0.0,,1,L2-Arctic Spontaneous,trend,2025-11
Omnilingual 7B,Vietnamese,0.19004524886877824,0.0474214477292986,4,L2-Arctic Spontaneous,trend,2025-11
Qwen2 Audio 7B,Arabic,0.10469187675070026,0.016766554473127294,3,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,Chinese,0.09598214285714285,0.05374166898733438,4,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,Hindi,0.09389499389499385,0.019782857569939583,3,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,Korean,0.4092948717948718,0.20827144051041035,4,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,Spanish,0.17399267399267393,0.059168943125884554,4,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,USA,0.0,,1,L2-Arctic Spontaneous,trend,2024-08
Qwen2 Audio 7B,Vietnamese,0.23416289592760178,0.07035132052577878,4,L2-Arctic Spontaneous,trend,2024-08
Qwen3 ASR 1.7B,Arabic,0.08508403361344537,0.020286983104861312,3,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,Chinese,0.08035714285714285,0.029612721342458927,4,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,Hindi,0.09731379731379726,0.0282995844231352,3,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,Korean,0.16506410256410256,0.11323904376236868,4,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,Spanish,0.08708791208791206,0.01555689845517294,4,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,USA,0.0,,1,L2-Arctic Spontaneous,trend,2025-06
Qwen3 ASR 1.7B,Vietnamese,0.1266968325791855,0.05596975962376914,4,L2-Arctic Spontaneous,trend,2025-06
SeamlessM4T,Arabic,0.1297268907563025,0.03772139605464853,3,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,Chinese,0.09598214285714285,0.03982566574723999,4,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,Hindi,0.07167277167277163,0.00296328720378795,3,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,Korean,0.22368881118881118,0.06725967393797795,4,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,Spanish,0.17673992673992667,0.044972352501792226,4,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,USA,0.0,,1,L2-Arctic Spontaneous,trend,2023-12
SeamlessM4T,Vietnamese,0.22398190045248864,0.05124322014889649,4,L2-Arctic Spontaneous,trend,2023-12
WavLM Libri-100h,Arabic,0.4413515406162465,0.04976702356004587,3,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,Chinese,0.6267857142857143,0.1137146259566578,4,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,Hindi,0.3327228327228327,0.01427840728147312,3,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,Korean,0.6506993006993007,0.12373094532220245,4,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,Spanish,0.5072344322344322,0.1579704304991111,4,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,USA,0.5764705882352941,,1,L2-Arctic Spontaneous,trend,2021-12
WavLM Libri-100h,Vietnamese,0.45135746606334837,0.013368852112545872,4,L2-Arctic Spontaneous,trend,2021-12
Whisper Large v1,Arabic,0.7142857142857143,,1,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,Chinese,0.0714285714285714,,1,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,Hindi,0.6205128205128205,0.31282051282051276,2,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,Korean,0.3522144522144522,0.104516540401094,4,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,Spanish,0.739010989010989,0.046703296703296676,2,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,USA,0.0,,1,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v1,Vietnamese,0.41628959276018096,0.12217194570135748,2,L2-Arctic Spontaneous,trend,2022-09
Whisper Large v2,Arabic,0.1731442577030812,0.02880580343759669,3,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,Chinese,0.16785714285714284,0.09023601423659028,4,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,Hindi,0.023809523809523798,0.023809523809523798,3,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,Korean,0.19519230769230766,0.06667976325994542,4,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,Spanish,0.22399267399267397,0.09534199976803115,4,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,USA,0.0,,1,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v2,Vietnamese,0.20475113122171942,0.07387666003283119,4,L2-Arctic Spontaneous,trend,2022-12
Whisper Large v3,Arabic,0.12552521008403358,0.033737679643170496,3,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,Chinese,0.13660714285714284,0.03934992047636944,4,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,Hindi,0.06825396825396823,0.038522733649243156,3,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,Korean,0.18589743589743588,0.11009976946998505,4,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,Spanish,0.22399267399267397,0.0733920514501642,4,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,USA,0.0,,1,L2-Arctic Spontaneous,trend,2023-11
Whisper Large v3,Vietnamese,0.11199095022624432,0.023539199147833496,4,L2-Arctic Spontaneous,trend,2023-11
Canary Qwen 2.5B,Arabic,0.233587229355506,0.02387773217257308,59,SAA,degradation,2025-07
Canary Qwen 2.5B,Dutch,0.1484824699110413,0.011427739489817602,42,SAA,degradation,2025-07
Canary Qwen 2.5B,English,0.1351197684134755,0.0035788997371841297,181,SAA,degradation,2025-07
Canary Qwen 2.5B,French,0.15257810816634343,0.008530721228223155,45,SAA,degradation,2025-07
Canary Qwen 2.5B,German,0.13127943485086338,0.008202122290619658,28,SAA,degradation,2025-07
Canary Qwen 2.5B,Italian,0.18737596253076122,0.01794830522432215,27,SAA,degradation,2025-07
Canary Qwen 2.5B,Korean,0.21593323720020546,0.034441415853748644,26,SAA,degradation,2025-07
Canary Qwen 2.5B,Mandarin,0.18339547357404493,0.01667590870366114,28,SAA,degradation,2025-07
Canary Qwen 2.5B,Portuguese,0.1616837952870341,0.012879175298679161,39,SAA,degradation,2025-07
Canary Qwen 2.5B,Russian,0.18045332276831325,0.012353660238081505,31,SAA,degradation,2025-07
Canary Qwen 2.5B,Spanish,0.20997231785576723,0.018393977508858822,72,SAA,degradation,2025-07
Canary Qwen 2.5B,Turkish,0.26296977124183,0.0406292470305188,24,SAA,degradation,2025-07
Deepspeech,Arabic,0.4960064166532632,0.03134040282730211,60,SAA,degradation,2021-10
Deepspeech,Dutch,0.3426216640502354,0.02636457195986948,42,SAA,degradation,2021-10
Deepspeech,English,0.2944221324500304,0.010623677441571359,181,SAA,degradation,2021-10
Deepspeech,French,0.4445317101199454,0.029074328169943896,45,SAA,degradation,2021-10
Deepspeech,German,0.3702904238618524,0.03912481508975119,28,SAA,degradation,2021-10
Deepspeech,Italian,0.49712587464135455,0.03548613512575055,27,SAA,degradation,2021-10
Deepspeech,Korean,0.6764167205343676,0.06161592558700038,26,SAA,degradation,2021-10
Deepspeech,Mandarin,0.5407836211407641,0.032893910917581905,28,SAA,degradation,2021-10
Deepspeech,Portuguese,0.4644673814714301,0.0286673876159864,39,SAA,degradation,2021-10
Deepspeech,Russian,0.5096127781137268,0.03388060264250981,31,SAA,degradation,2021-10
Deepspeech,Spanish,0.5068935595493258,0.02467128763785101,72,SAA,degradation,2021-10
Deepspeech,Turkish,0.6152650964231846,0.05611368924983032,24,SAA,degradation,2021-10
Google Chirp 3,Arabic,0.2432293640723307,0.023168793676923115,60,SAA,degradation,2025-10
Google Chirp 3,Dutch,0.15986394557823122,0.007309579233590564,42,SAA,degradation,2025-10
Google Chirp 3,English,0.15692044520106707,0.0036745886541543053,181,SAA,degradation,2025-10
Google Chirp 3,French,0.17921191553544488,0.010782999126208923,45,SAA,degradation,2025-10
Google Chirp 3,German,0.16542386185243324,0.009610043476455407,28,SAA,degradation,2025-10
Google Chirp 3,Italian,0.22058130494662997,0.026197670326695136,27,SAA,degradation,2025-10
Google Chirp 3,Korean,0.2441889181708186,0.03552278674313086,26,SAA,degradation,2025-10
Google Chirp 3,Mandarin,0.20223377812663523,0.01906291987437241,28,SAA,degradation,2025-10
Google Chirp 3,Portuguese,0.18434399608488672,0.012780306346412603,39,SAA,degradation,2025-10
Google Chirp 3,Russian,0.21468190253768996,0.01570609319267855,31,SAA,degradation,2025-10
Google Chirp 3,Spanish,0.22563884087523142,0.016633676941979474,72,SAA,degradation,2025-10
Google Chirp 3,Turkish,0.2490719044027867,0.037789202201649316,24,SAA,degradation,2025-10
MMS 1B All,Arabic,0.28492585379238977,0.02043837624518051,60,SAA,degradation,2023-05
MMS 1B All,Dutch,0.17961800104657244,0.01222670865231677,42,SAA,degradation,2023-05
MMS 1B All,English,0.18222956863421766,0.007272597394046293,181,SAA,degradation,2023-05
MMS 1B All,French,0.2600456079867844,0.021652703865805215,45,SAA,degradation,2023-05
MMS 1B All,German,0.1766091051805337,0.020710888790097536,28,SAA,degradation,2023-05
MMS 1B All,Italian,0.3215199260090901,0.026630718728194055,27,SAA,degradation,2023-05
MMS 1B All,Korean,0.42929988563472726,0.0551467391001616,26,SAA,degradation,2023-05
MMS 1B All,Mandarin,0.38611983254840393,0.0324691669698219,28,SAA,degradation,2023-05
MMS 1B All,Portuguese,0.2837715590752028,0.0221633036286846,39,SAA,degradation,2023-05
MMS 1B All,Russian,0.3008945513689346,0.030058705826249296,31,SAA,degradation,2023-05
MMS 1B All,Spanish,0.32839201198173074,0.02183886902018273,72,SAA,degradation,2023-05
MMS 1B All,Turkish,0.3915267228686346,0.04693025851761261,24,SAA,degradation,2023-05
OWSM 1.0 272M,Arabic,0.26960004728387077,0.019001184528656706,60,SAA,degradation,2023-09
OWSM 1.0 272M,Dutch,0.19736612593755445,0.013501769882122967,42,SAA,degradation,2023-09
OWSM 1.0 272M,English,0.1937558495039294,0.006786809756116253,181,SAA,degradation,2023-09
OWSM 1.0 272M,French,0.26195324283559573,0.022364777827277336,45,SAA,degradation,2023-09
OWSM 1.0 272M,German,0.2246860282574568,0.02116598903650531,28,SAA,degradation,2023-09
OWSM 1.0 272M,Italian,0.2807737529959752,0.029085053738775617,27,SAA,degradation,2023-09
OWSM 1.0 272M,Korean,0.3495509571003736,0.03550619124080151,26,SAA,degradation,2023-09
OWSM 1.0 272M,Mandarin,0.32885269492412345,0.029524720115081143,28,SAA,degradation,2023-09
OWSM 1.0 272M,Portuguese,0.31116252168883746,0.02734175146150319,39,SAA,degradation,2023-09
OWSM 1.0 272M,Russian,0.2838503474177098,0.01978397474882485,31,SAA,degradation,2023-09
OWSM 1.0 272M,Spanish,0.35422676905520034,0.02548007830780648,72,SAA,degradation,2023-09
OWSM 1.0 272M,Turkish,0.32332291891115417,0.0426325866615031,24,SAA,degradation,2023-09
OWSM 2.0 739M,Arabic,0.21921200531494645,0.016458620037885473,60,SAA,degradation,2023-10
OWSM 2.0 739M,Dutch,0.15746555032269313,0.008891905370068988,42,SAA,degradation,2023-10
OWSM 2.0 739M,English,0.15838833352474455,0.005944874916808618,181,SAA,degradation,2023-10
OWSM 2.0 739M,French,0.20376325743972798,0.015959420879669062,45,SAA,degradation,2023-10
OWSM 2.0 739M,German,0.162480376766091,0.012290730179628687,28,SAA,degradation,2023-10
OWSM 2.0 739M,Italian,0.2158176185953963,0.03053004856834393,27,SAA,degradation,2023-10
OWSM 2.0 739M,Korean,0.2552837235797464,0.030686350855056412,26,SAA,degradation,2023-10
OWSM 2.0 739M,Mandarin,0.2433199241234955,0.02481110373264364,28,SAA,degradation,2023-10
OWSM 2.0 739M,Portuguese,0.23812489804392634,0.01836167780218963,39,SAA,degradation,2023-10
OWSM 2.0 739M,Russian,0.22423559994717485,0.014025521841272409,31,SAA,degradation,2023-10
OWSM 2.0 739M,Spanish,0.2430510042336022,0.02223154988905412,72,SAA,degradation,2023-10
OWSM 2.0 739M,Turkish,0.2874739639445521,0.04120604577124554,24,SAA,degradation,2023-10
OWSM 3.1 1B,Arabic,0.24478758766940378,0.027833156317482483,60,SAA,degradation,2024-01
OWSM 3.1 1B,Dutch,0.14913657770800623,0.02282294676293761,42,SAA,degradation,2024-01
